true_label,predicted_label,confidence,correct,person_cosine,title_cosine,title_cosine_squared,provision_cosine,subjects_cosine,composite_cosine,low_composite_penalty,person_title_harmonic,person_provision_harmonic,person_subjects_harmonic,title_subjects_harmonic,title_provision_harmonic,provision_subjects_harmonic,person_subjects_product,composite_subjects_ratio,title_subjects_product,title_subjects_ratio,birth_death_left,birth_death_right,birth_death_match,person_cosine_birth_death_match_product,pair_id,left_id,right_id,person_cosine_raw,person_cosine_norm,person_cosine_std,title_cosine_raw,title_cosine_norm,title_cosine_std,title_cosine_squared_raw,title_cosine_squared_norm,title_cosine_squared_std,provision_cosine_raw,provision_cosine_norm,provision_cosine_std,subjects_cosine_raw,subjects_cosine_norm,subjects_cosine_std,composite_cosine_raw,composite_cosine_norm,composite_cosine_std,person_cosine_birth_death_match_product_raw,person_cosine_birth_death_match_product_norm,person_cosine_birth_death_match_product_std
1,0,0.8758097542139701,False,0.7366092679234083,-0.594095793311492,-0.5710931564309869,-0.4507030987108599,0.3643532155015397,0.5347761346403757,-0.7967325724369118,0.1014224402455028,0.164465391758321,0.5853321073950485,0.3121573619367401,-0.4220423162987995,0.3293909520317326,0.5794425286156563,0.7206937719771668,0.1076693833831388,0.3322271357105019,0.4817193186180085,-2.1898258762512164,-0.7855739400034005,-0.6253485269978584,1210643#Agent100-13_10972343#Agent600-19,1210643#Agent100-13,10972343#Agent600-19,0.7366092679234083,0.8683046339617042,0.7366092679234083,-0.594095793311492,0.202952103344254,-0.594095793311492,-0.5710931564309869,0.21445342178450655,-0.5710931564309869,-0.4507030987108599,0.27464845064457005,-0.4507030987108599,0.3643532155015397,0.6821766077507698,0.3643532155015397,0.5347761346403757,0.7673880673201878,0.5347761346403757,-0.6253485269978584,0.18732573650107082,-0.6253485269978584
1,0,0.868955093030274,False,0.8349042104760586,-0.1838208695662996,-0.2281411765079492,-0.665978521052031,0.0361931326054643,0.1472344849474025,-0.7967325724369118,0.3988352168066653,0.0667508940231418,0.3749142746633986,0.21246925156577,-0.3635550356904273,0.1126047692508048,0.3075773990023024,0.9352531146450171,-0.0412473876166874,0.817445597339275,0.4817193186180085,-2.1898258762512164,-0.7855739400034005,-0.6139704504481388,9146693#Agent700-43_16044224#Agent700-48,9146693#Agent700-43,16044224#Agent700-48,0.8349042104760586,0.9174521052380293,0.8349042104760586,-0.1838208695662996,0.4080895652168502,-0.1838208695662996,-0.2281411765079492,0.3859294117460254,-0.2281411765079492,-0.665978521052031,0.16701073947398448,-0.665978521052031,0.0361931326054643,0.5180965663027322,0.0361931326054643,0.1472344849474025,0.5736172424737013,0.1472344849474025,-0.6139704504481388,0.1930147747759306,-0.6139704504481388
1,0,0.9345640742391572,False,0.6955399317918968,-0.146723124716689,-0.1960164193408764,1.18309533789249,-1.932386590053839,0.4336889425546688,-0.7967325724369118,0.3527085778309229,1.0196569921117054,-1.9167497013395616,-1.969296860516496,0.518770523092376,-1.917225879291772,-1.5733679098211777,-2.0524557235384324,-1.6555631539566324,-2.0342113860092397,-2.075897646927865,0.4566573127317069,-0.7855739400034005,-0.6301024852200751,1287926#Agent100-15_1200802#Agent600-17,1287926#Agent100-15,1200802#Agent600-17,0.6955399317918968,0.8477699658959483,0.6955399317918968,-0.146723124716689,0.4266384376416555,-0.146723124716689,-0.1960164193408764,0.4019917903295618,-0.1960164193408764,1.18309533789249,1.0,1.18309533789249,-1.932386590053839,0.0,-1.932386590053839,0.4336889425546688,0.7168444712773344,0.4336889425546688,-0.6301024852200751,0.18494875738996247,-0.6301024852200751
1,0,0.9218321981500294,False,0.8349042104760586,-0.0016728831259007,-0.0686361405685205,-0.2444282907380268,0.4644495723233507,0.302331672461861,-0.7967325724369118,0.5073488371110263,0.3284710194716927,0.6695996196760754,0.4756710730794755,-0.0601249490930527,0.4263860771319493,0.7167693316371864,0.5563773292946151,0.3656251861142557,0.4400028700677004,0.4817193186180085,-2.1898258762512164,-0.7855739400034005,-0.6139704504481388,12143179#Agent700-37_16044024#Agent700-40,12143179#Agent700-37,16044024#Agent700-40,0.8349042104760586,0.9174521052380293,0.8349042104760586,-0.0016728831259007,0.4991635584370496,-0.0016728831259007,-0.0686361405685205,0.46568192971573974,-0.0686361405685205,-0.2444282907380268,0.3777858546309866,-0.2444282907380268,0.4644495723233507,0.7322247861616753,0.4644495723233507,0.302331672461861,0.6511658362309305,0.302331672461861,-0.6139704504481388,0.1930147747759306,-0.6139704504481388
1,0,0.9295410263009724,False,0.9074266310913648,-0.2848756832791067,-0.3147120093713908,0.7419496581548907,0.699676716761579,0.2970349603432398,-0.7967325724369118,0.3714101699246183,0.9115429891557476,0.8302371247928959,0.5272940528236837,0.2682021917886449,0.7661552505971224,0.9767717927918766,0.360591019587163,0.4689106649865741,0.1584826032423533,-2.075897646927865,0.4566573127317069,-0.7855739400034005,-0.6055756578789289,5444668#Agent700-45_9931651#Agent100-13,5444668#Agent700-45,9931651#Agent100-13,0.9074266310913648,0.9537133155456824,0.9074266310913648,-0.2848756832791067,0.3575621583604467,-0.2848756832791067,-0.3147120093713908,0.34264399531430456,-0.3147120093713908,0.7419496581548907,0.8709748290774453,0.7419496581548907,0.699676716761579,0.8498383583807896,0.699676716761579,0.2970349603432398,0.6485174801716199,0.2970349603432398,-0.6055756578789289,0.19721217106053557,-0.6055756578789289
1,0,0.765488323745277,False,0.8564287873470432,-1.1180080418874647,-0.9761698122200628,-0.5854338480185264,-0.0630034316814048,0.1990990376083533,-0.7967325724369118,-0.1892577227273031,0.1261609027486733,0.3031298707102528,-0.0002348927174938,-0.7262323135597868,0.0729979386325466,0.22022664798529,1.0689157291751572,-0.3453367145698681,0.5783100637640775,-2.075897646927865,0.4566573127317069,-0.7855739400034005,-0.6114788849923962,5036768#Agent700-17_14596415#Agent600-41,5036768#Agent700-17,14596415#Agent600-41,0.8564287873470432,0.9282143936735217,0.8564287873470432,-1.1180080418874647,0.0,-1.1180080418874647,-0.9761698122200628,0.011915093889968587,-0.9761698122200628,-0.5854338480185264,0.2072830759907368,-0.5854338480185264,-0.0630034316814048,0.4684982841592976,-0.0630034316814048,0.1990990376083533,0.5995495188041766,0.1990990376083533,-0.6114788849923962,0.1942605575038019,-0.6114788849923962
1,0,0.8351137185454824,False,0.7461838907707072,0.1895857866084217,0.1036427323066809,-5.274169392908619,-1.932386590053839,0.6891835190706895,-0.7967325724369118,0.5727514492625673,-4.778005629959898,-1.9167497013395616,-1.969296860516496,-5.497713173553332,-1.917225879291772,-1.5733679098211777,-2.0524557235384324,-1.6555631539566324,-2.0342113860092397,-2.075897646927865,0.4566573127317069,-0.7855739400034005,-0.6242402218413351,13932535#Agent100-10_2754940#Agent100-12,13932535#Agent100-10,2754940#Agent100-12,0.7461838907707072,0.8730919453853536,0.7461838907707072,0.1895857866084217,0.5947928933042108,0.1895857866084217,0.1036427323066809,0.5518213661533404,0.1036427323066809,-3.0,0.0,-5.274169392908619,-1.932386590053839,0.0,-1.932386590053839,0.6891835190706895,0.8445917595353447,0.6891835190706895,-0.6242402218413351,0.18787988907933245,-0.6242402218413351
1,0,0.919833579693735,False,0.8031602756702385,0.346637372364348,0.248782420347513,-0.2680971309153926,0.1634178240339613,0.3189423789981332,-0.7967325724369118,0.6915725857227328,0.3014509114256312,0.4616643059291853,0.3716428260473838,0.0699187485967969,0.2643761137403998,0.4168538319284278,0.853000930349076,0.204881954551809,0.8563225568828009,0.4817193186180085,-2.1898258762512164,-0.7855739400034005,-0.6176449520128197,4127525#Agent700-30_16044432#Agent700-32,4127525#Agent700-30,16044432#Agent700-32,0.8031602756702385,0.9015801378351193,0.8031602756702385,0.346637372364348,0.673318686182174,0.346637372364348,0.248782420347513,0.6243912101737565,0.248782420347513,-0.2680971309153926,0.3659514345423037,-0.2680971309153926,0.1634178240339613,0.5817089120169806,0.1634178240339613,0.3189423789981332,0.6594711894990666,0.3189423789981332,-0.6176449520128197,0.19117752399359017,-0.6176449520128197
1,0,0.9593435634184596,False,0.8349042104760586,0.4674707068768626,0.3627056699178941,0.1809782890310881,0.4316961812631012,0.7026861450366995,-0.7967325724369118,0.7762023359915113,0.5749843521911105,0.6485911040736959,0.5439719505718398,0.3615732760286188,0.5038883153709061,0.6854740091497572,0.70944166159162,0.4794679810050552,0.6199262449821134,0.4817193186180085,-2.1898258762512164,-0.7855739400034005,-0.6139704504481388,12974399#Agent100-13_16044363#Agent700-33,12974399#Agent100-13,16044363#Agent700-33,0.8349042104760586,0.9174521052380293,0.8349042104760586,0.4674707068768626,0.7337353534384313,0.4674707068768626,0.3627056699178941,0.681352834958947,0.3627056699178941,0.1809782890310881,0.590489144515544,0.1809782890310881,0.4316961812631012,0.7158480906315506,0.4316961812631012,0.7026861450366995,0.8513430725183497,0.7026861450366995,-0.6139704504481388,0.1930147747759306,-0.6139704504481388
1,0,0.9315027778437536,False,0.8031602756702385,0.2059411035653503,0.1186030245848615,-0.2254324128061064,0.3317310954109621,0.4853859027446577,-0.7967325724369118,0.6117719414813041,0.3269113290782487,0.5769034394311695,0.4442880374552533,0.0364142312805682,0.36374189587486,0.5766877982412191,0.7364313926817491,0.3136627914663213,0.6323856857285194,0.4817193186180085,-2.1898258762512164,-0.7855739400034005,-0.6176449520128197,4127525#Hub240-18-Agent_16043945#Agent700-50,4127525#Hub240-18-Agent,16043945#Agent700-50,0.8031602756702385,0.9015801378351193,0.8031602756702385,0.2059411035653503,0.6029705517826751,0.2059411035653503,0.1186030245848615,0.5593015122924307,0.1186030245848615,-0.2254324128061064,0.3872837935969468,-0.2254324128061064,0.3317310954109621,0.665865547705481,0.3317310954109621,0.4853859027446577,0.7426929513723288,0.4853859027446577,-0.6176449520128197,0.19117752399359017,-0.6176449520128197
